entry_key, query, target_pdb_id, target_chains, target_uniprot_ids, target_ligand, num_apo_sites, num_holo_sites, target_experimental_method, target_resolution, sasa, sasa_avg, view_url, download_url
1u3w-A-NAD-1377, 1u3w A NAD 1377, 1u3w, A B, P00326, NAD, 0, 2, X-RAY_DIFFRACTION, 1.45, 832.41, 26.01, http://apoholo.cz/db/entry/1u3w-A-NAD-1377, http://apoholo.cz/api/db/entry/1u3w-A-NAD-1377/download/1u3w-A-NAD-1377.zip
1u3w-B-NAD-2377, 1u3w B NAD 2377, 1u3w, A B, P00326, NAD, 0, 2, X-RAY_DIFFRACTION, 1.45, 805.02, 25.16, http://apoholo.cz/db/entry/1u3w-B-NAD-2377, http://apoholo.cz/api/db/entry/1u3w-B-NAD-2377/download/1u3w-B-NAD-2377.zip
1u7r-A-HEM-154, 1u7r A HEM 154, 1u7r, A, P02185, HEM, 1, 346, X-RAY_DIFFRACTION, 1.15, 755.44, 39.76, http://apoholo.cz/db/entry/1u7r-A-HEM-154, http://apoholo.cz/api/db/entry/1u7r-A-HEM-154/download/1u7r-A-HEM-154.zip
1u7s-A-HEM-154, 1u7s A HEM 154, 1u7s, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.4, 825.85, 41.29, http://apoholo.cz/db/entry/1u7s-A-HEM-154, http://apoholo.cz/api/db/entry/1u7s-A-HEM-154/download/1u7s-A-HEM-154.zip
1u8z-A-GDP-201, 1u8z A GDP 201, 1u8z, A, P63320, GDP, 0, 4, X-RAY_DIFFRACTION, 1.5, 830.39, 41.52, http://apoholo.cz/db/entry/1u8z-A-GDP-201, http://apoholo.cz/api/db/entry/1u8z-A-GDP-201/download/1u8z-A-GDP-201.zip
1u8z-B-GDP-202, 1u8z B GDP 202, 1u8z, B, P63320, GDP, 0, 4, X-RAY_DIFFRACTION, 1.5, 842.37, 44.34, http://apoholo.cz/db/entry/1u8z-B-GDP-202, http://apoholo.cz/api/db/entry/1u8z-B-GDP-202/download/1u8z-B-GDP-202.zip
1uiw-A-HEM-142, 1uiw A HEM 142, 1uiw, A, P69905, HEM, 0, 648, X-RAY_DIFFRACTION, 1.5, 931.13, 42.32, http://apoholo.cz/db/entry/1uiw-A-HEM-142, http://apoholo.cz/api/db/entry/1uiw-A-HEM-142/download/1uiw-A-HEM-142.zip
1uiw-B-HEM-147, 1uiw B HEM 147, 1uiw, B, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.5, 832.61, 41.63, http://apoholo.cz/db/entry/1uiw-B-HEM-147, http://apoholo.cz/api/db/entry/1uiw-B-HEM-147/download/1uiw-B-HEM-147.zip
1uiw-C-HEM-142, 1uiw C HEM 142, 1uiw, C, P69905, HEM, 0, 648, X-RAY_DIFFRACTION, 1.5, 935.13, 42.51, http://apoholo.cz/db/entry/1uiw-C-HEM-142, http://apoholo.cz/api/db/entry/1uiw-C-HEM-142/download/1uiw-C-HEM-142.zip
1uiw-D-HEM-147, 1uiw D HEM 147, 1uiw, D, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.5, 851.88, 42.59, http://apoholo.cz/db/entry/1uiw-D-HEM-147, http://apoholo.cz/api/db/entry/1uiw-D-HEM-147/download/1uiw-D-HEM-147.zip
1uiw-E-HEM-142, 1uiw E HEM 142, 1uiw, E, P69905, HEM, 0, 648, X-RAY_DIFFRACTION, 1.5, 938.9, 42.68, http://apoholo.cz/db/entry/1uiw-E-HEM-142, http://apoholo.cz/api/db/entry/1uiw-E-HEM-142/download/1uiw-E-HEM-142.zip
1uiw-F-HEM-147, 1uiw F HEM 147, 1uiw, F, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.5, 839.43, 41.97, http://apoholo.cz/db/entry/1uiw-F-HEM-147, http://apoholo.cz/api/db/entry/1uiw-F-HEM-147/download/1uiw-F-HEM-147.zip
1uiw-G-HEM-142, 1uiw G HEM 142, 1uiw, G, P69905, HEM, 0, 648, X-RAY_DIFFRACTION, 1.5, 936.41, 42.56, http://apoholo.cz/db/entry/1uiw-G-HEM-142, http://apoholo.cz/api/db/entry/1uiw-G-HEM-142/download/1uiw-G-HEM-142.zip
1uiw-H-HEM-147, 1uiw H HEM 147, 1uiw, H, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.5, 867.24, 41.3, http://apoholo.cz/db/entry/1uiw-H-HEM-147, http://apoholo.cz/api/db/entry/1uiw-H-HEM-147/download/1uiw-H-HEM-147.zip
1ukv-Y-GDP-1207, 1ukv Y GDP 1207, 1ukv, Y, P01123, GDP, 5, 2, X-RAY_DIFFRACTION, 1.5, 944.36, 44.97, http://apoholo.cz/db/entry/1ukv-Y-GDP-1207, http://apoholo.cz/api/db/entry/1ukv-Y-GDP-1207/download/1ukv-Y-GDP-1207.zip
1up9-A-HEC-201, 1up9 A HEC 201, 1up9, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.35, 1577.08, 75.1, http://apoholo.cz/db/entry/1up9-A-HEC-201, http://apoholo.cz/api/db/entry/1up9-A-HEC-201/download/1up9-A-HEC-201.zip
1up9-A-HEC-202, 1up9 A HEC 202, 1up9, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.35, 1420.45, 71.02, http://apoholo.cz/db/entry/1up9-A-HEC-202, http://apoholo.cz/api/db/entry/1up9-A-HEC-202/download/1up9-A-HEC-202.zip
1up9-A-HEC-203, 1up9 A HEC 203, 1up9, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.35, 1073.3, 56.49, http://apoholo.cz/db/entry/1up9-A-HEC-203, http://apoholo.cz/api/db/entry/1up9-A-HEC-203/download/1up9-A-HEC-203.zip
1up9-A-HEC-204, 1up9 A HEC 204, 1up9, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.35, 1545.22, 61.81, http://apoholo.cz/db/entry/1up9-A-HEC-204, http://apoholo.cz/api/db/entry/1up9-A-HEC-204/download/1up9-A-HEC-204.zip
1upd-A-HEC-1108, 1upd A HEC 1108, 1upd, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.4, 1534.62, 73.08, http://apoholo.cz/db/entry/1upd-A-HEC-1108, http://apoholo.cz/api/db/entry/1upd-A-HEC-1108/download/1upd-A-HEC-1108.zip
1upd-A-HEC-1109, 1upd A HEC 1109, 1upd, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.4, 1420.74, 71.04, http://apoholo.cz/db/entry/1upd-A-HEC-1109, http://apoholo.cz/api/db/entry/1upd-A-HEC-1109/download/1upd-A-HEC-1109.zip
1upd-A-HEC-1110, 1upd A HEC 1110, 1upd, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.4, 1150.81, 57.54, http://apoholo.cz/db/entry/1upd-A-HEC-1110, http://apoholo.cz/api/db/entry/1upd-A-HEC-1110/download/1upd-A-HEC-1110.zip
1upd-A-HEC-1111, 1upd A HEC 1111, 1upd, A, Q9L915, HEC, 0, 5, X-RAY_DIFFRACTION, 1.4, 1327.99, 60.36, http://apoholo.cz/db/entry/1upd-A-HEC-1111, http://apoholo.cz/api/db/entry/1upd-A-HEC-1111/download/1upd-A-HEC-1111.zip
1us0-A-NDP-318, 1us0 A NDP 318, 1us0, A, P15121, NDP, 1, 177, X-RAY_DIFFRACTION, 0.66, 951.15, 27.18, http://apoholo.cz/db/entry/1us0-A-NDP-318, http://apoholo.cz/api/db/entry/1us0-A-NDP-318/download/1us0-A-NDP-318.zip
1usf-A-NAP-1180, 1usf A NAP 1180, 1usf, A, P83818, NAP, 0, 2, X-RAY_DIFFRACTION, 1.3, 523.74, 47.61, http://apoholo.cz/db/entry/1usf-A-NAP-1180, http://apoholo.cz/api/db/entry/1usf-A-NAP-1180/download/1usf-A-NAP-1180.zip
1usf-A-NAP-1181, 1usf A NAP 1181, 1usf, A B, P83818, NAP, 2, 0, X-RAY_DIFFRACTION, 1.3, 473.83, 67.69, http://apoholo.cz/db/entry/1usf-A-NAP-1181, http://apoholo.cz/api/db/entry/1usf-A-NAP-1181/download/1usf-A-NAP-1181.zip
1usf-B-NAP-1180, 1usf B NAP 1180, 1usf, B, P83818, NAP, 0, 2, X-RAY_DIFFRACTION, 1.3, 518.14, 47.1, http://apoholo.cz/db/entry/1usf-B-NAP-1180, http://apoholo.cz/api/db/entry/1usf-B-NAP-1180/download/1usf-B-NAP-1180.zip
1usf-B-NAP-1181, 1usf B NAP 1181, 1usf, A B, P83818, NAP, 2, 0, X-RAY_DIFFRACTION, 1.3, 483.03, 69.0, http://apoholo.cz/db/entry/1usf-B-NAP-1181, http://apoholo.cz/api/db/entry/1usf-B-NAP-1181/download/1usf-B-NAP-1181.zip
1uuy-A-AMP-1165, 1uuy A AMP 1165, 1uuy, A, Q39054, AMP, 22, 1, X-RAY_DIFFRACTION, 1.45, 562.15, 46.85, http://apoholo.cz/db/entry/1uuy-A-AMP-1165, http://apoholo.cz/api/db/entry/1uuy-A-AMP-1165/download/1uuy-A-AMP-1165.zip
1uwk-A-NAD-1558, 1uwk A NAD 1558, 1uwk, A, P25080, NAD, 0, 8, X-RAY_DIFFRACTION, 1.19, 669.06, 17.16, http://apoholo.cz/db/entry/1uwk-A-NAD-1558, http://apoholo.cz/api/db/entry/1uwk-A-NAD-1558/download/1uwk-A-NAD-1558.zip
1uwk-B-NAD-1558, 1uwk B NAD 1558, 1uwk, B, P25080, NAD, 0, 8, X-RAY_DIFFRACTION, 1.19, 680.23, 18.9, http://apoholo.cz/db/entry/1uwk-B-NAD-1558, http://apoholo.cz/api/db/entry/1uwk-B-NAD-1558/download/1uwk-B-NAD-1558.zip
1v0h-X-HEM-251, 1v0h X HEM 251, 1v0h, X, Q43758, HEM, 0, 33, X-RAY_DIFFRACTION, 1.46, 846.8, 32.57, http://apoholo.cz/db/entry/1v0h-X-HEM-251, http://apoholo.cz/api/db/entry/1v0h-X-HEM-251/download/1v0h-X-HEM-251.zip
1v9y-A-HEM-1140, 1v9y A HEM 1140, 1v9y, A, P76129, HEM, 0, 8, X-RAY_DIFFRACTION, 1.32, 861.69, 43.08, http://apoholo.cz/db/entry/1v9y-A-HEM-1140, http://apoholo.cz/api/db/entry/1v9y-A-HEM-1140/download/1v9y-A-HEM-1140.zip
1v9y-B-HEM-1140, 1v9y B HEM 1140, 1v9y, B, P76129, HEM, 0, 8, X-RAY_DIFFRACTION, 1.32, 839.64, 41.98, http://apoholo.cz/db/entry/1v9y-B-HEM-1140, http://apoholo.cz/api/db/entry/1v9y-B-HEM-1140/download/1v9y-B-HEM-1140.zip
1w2l-A-HEC-1100, 1w2l A HEC 1100, 1w2l, A, Q9F3S9, HEC, 0, 0, X-RAY_DIFFRACTION, 1.3, 1076.49, 39.87, http://apoholo.cz/db/entry/1w2l-A-HEC-1100, http://apoholo.cz/api/db/entry/1w2l-A-HEC-1100/download/1w2l-A-HEC-1100.zip
1wma-A-NDP-309, 1wma A NDP 309, 1wma, A, P16152, NDP, 0, 8, X-RAY_DIFFRACTION, 1.24, 1306.77, 40.84, http://apoholo.cz/db/entry/1wma-A-NDP-309, http://apoholo.cz/api/db/entry/1wma-A-NDP-309/download/1wma-A-NDP-309.zip
1wms-A-GDP-1001, 1wms A GDP 1001, 1wms, A, P51151, GDP, 0, 2, X-RAY_DIFFRACTION, 1.25, 839.51, 46.64, http://apoholo.cz/db/entry/1wms-A-GDP-1001, http://apoholo.cz/api/db/entry/1wms-A-GDP-1001/download/1wms-A-GDP-1001.zip
1wms-B-GDP-1002, 1wms B GDP 1002, 1wms, B, P51151, GDP, 0, 2, X-RAY_DIFFRACTION, 1.25, 839.42, 46.63, http://apoholo.cz/db/entry/1wms-B-GDP-1002, http://apoholo.cz/api/db/entry/1wms-B-GDP-1002/download/1wms-B-GDP-1002.zip
1wr5-A-HEC-1001, 1wr5 A HEC 1001, 1wr5, A, P00132, HEC, 0, 13, X-RAY_DIFFRACTION, 1.4, 1354.78, 79.69, http://apoholo.cz/db/entry/1wr5-A-HEC-1001, http://apoholo.cz/api/db/entry/1wr5-A-HEC-1001/download/1wr5-A-HEC-1001.zip
1wr5-A-HEC-1002, 1wr5 A HEC 1002, 1wr5, A, P00132, HEC, 0, 13, X-RAY_DIFFRACTION, 1.4, 1388.95, 69.45, http://apoholo.cz/db/entry/1wr5-A-HEC-1002, http://apoholo.cz/api/db/entry/1wr5-A-HEC-1002/download/1wr5-A-HEC-1002.zip
1wr5-A-HEC-1003, 1wr5 A HEC 1003, 1wr5, A, P00132, HEC, 0, 13, X-RAY_DIFFRACTION, 1.4, 1287.61, 61.31, http://apoholo.cz/db/entry/1wr5-A-HEC-1003, http://apoholo.cz/api/db/entry/1wr5-A-HEC-1003/download/1wr5-A-HEC-1003.zip
1wr5-A-HEC-1004, 1wr5 A HEC 1004, 1wr5, A, P00132, HEC, 0, 13, X-RAY_DIFFRACTION, 1.4, 1563.36, 65.14, http://apoholo.cz/db/entry/1wr5-A-HEC-1004, http://apoholo.cz/api/db/entry/1wr5-A-HEC-1004/download/1wr5-A-HEC-1004.zip
1wua-A-ATP-1380, 1wua A ATP 1380, 1wua, A, P68135, ATP, 10, 496, X-RAY_DIFFRACTION, 1.45, 827.43, 29.55, http://apoholo.cz/db/entry/1wua-A-ATP-1380, http://apoholo.cz/api/db/entry/1wua-A-ATP-1380/download/1wua-A-ATP-1380.zip
1wvf-A-FAD-599, 1wvf A FAD 599, 1wvf, A, P09788, FAD, 0, 6, X-RAY_DIFFRACTION, 1.3, 773.43, 20.35, http://apoholo.cz/db/entry/1wvf-A-FAD-599, http://apoholo.cz/api/db/entry/1wvf-A-FAD-599/download/1wvf-A-FAD-599.zip
1x1r-A-GDP-1179, 1x1r A GDP 1179, 1x1r, A, O08989, GDP, 0, 8, X-RAY_DIFFRACTION, 1.3, 894.15, 47.06, http://apoholo.cz/db/entry/1x1r-A-GDP-1179, http://apoholo.cz/api/db/entry/1x1r-A-GDP-1179/download/1x1r-A-GDP-1179.zip
1x46-A-HEM-151, 1x46 A HEM 151, 1x46, A, Q7M421, HEM, 0, 0, X-RAY_DIFFRACTION, 1.5, 1109.28, 55.46, http://apoholo.cz/db/entry/1x46-A-HEM-151, http://apoholo.cz/api/db/entry/1x46-A-HEM-151/download/1x46-A-HEM-151.zip
1x8n-A-HEM-185, 1x8n A HEM 185, 1x8n, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 1.08, 795.33, 31.81, http://apoholo.cz/db/entry/1x8n-A-HEM-185, http://apoholo.cz/api/db/entry/1x8n-A-HEM-185/download/1x8n-A-HEM-185.zip
1x8o-A-HEM-202, 1x8o A HEM 202, 1x8o, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 1.01, 827.57, 30.65, http://apoholo.cz/db/entry/1x8o-A-HEM-202, http://apoholo.cz/api/db/entry/1x8o-A-HEM-202/download/1x8o-A-HEM-202.zip
1x8p-A-HEM-185, 1x8p A HEM 185, 1x8p, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 0.85, 768.17, 29.54, http://apoholo.cz/db/entry/1x8p-A-HEM-185, http://apoholo.cz/api/db/entry/1x8p-A-HEM-185/download/1x8p-A-HEM-185.zip
1x8q-A-HEM-201, 1x8q A HEM 201, 1x8q, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 0.85, 824.62, 28.44, http://apoholo.cz/db/entry/1x8q-A-HEM-201, http://apoholo.cz/api/db/entry/1x8q-A-HEM-201/download/1x8q-A-HEM-201.zip
1x96-A-NAP-318, 1x96 A NAP 318, 1x96, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 1.4, 867.72, 27.12, http://apoholo.cz/db/entry/1x96-A-NAP-318, http://apoholo.cz/api/db/entry/1x96-A-NAP-318/download/1x96-A-NAP-318.zip
1x97-A-NAP-1318, 1x97 A NAP 1318, 1x97, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 1.4, 880.65, 27.52, http://apoholo.cz/db/entry/1x97-A-NAP-1318, http://apoholo.cz/api/db/entry/1x97-A-NAP-1318/download/1x97-A-NAP-1318.zip
1x98-A-NAP-1318, 1x98 A NAP 1318, 1x98, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 1.3, 900.37, 27.28, http://apoholo.cz/db/entry/1x98-A-NAP-1318, http://apoholo.cz/api/db/entry/1x98-A-NAP-1318/download/1x98-A-NAP-1318.zip
1xdn-A-ATP-501, 1xdn A ATP 501, 1xdn, A, P86927, ATP, 0, 0, X-RAY_DIFFRACTION, 1.2, 694.75, 38.6, http://apoholo.cz/db/entry/1xdn-A-ATP-501, http://apoholo.cz/api/db/entry/1xdn-A-ATP-501/download/1xdn-A-ATP-501.zip
1xi2-A-FAD-1234, 1xi2 A FAD 1234, 1xi2, A B, P16083, FAD, 0, 137, X-RAY_DIFFRACTION, 1.5, 1060.74, 40.8, http://apoholo.cz/db/entry/1xi2-A-FAD-1234, http://apoholo.cz/api/db/entry/1xi2-A-FAD-1234/download/1xi2-A-FAD-1234.zip
1xi2-B-FAD-1233, 1xi2 B FAD 1233, 1xi2, A B, P16083, FAD, 0, 137, X-RAY_DIFFRACTION, 1.5, 1083.99, 41.69, http://apoholo.cz/db/entry/1xi2-B-FAD-1233, http://apoholo.cz/api/db/entry/1xi2-B-FAD-1233/download/1xi2-B-FAD-1233.zip
1y0p-A-FAD-1805, 1y0p A FAD 1805, 1y0p, A, P0C278, FAD, 0, 18, X-RAY_DIFFRACTION, 1.5, 683.43, 15.19, http://apoholo.cz/db/entry/1y0p-A-FAD-1805, http://apoholo.cz/api/db/entry/1y0p-A-FAD-1805/download/1y0p-A-FAD-1805.zip
1y0p-A-HEM-801, 1y0p A HEM 801, 1y0p, A, P0C278, HEM, 0, 18, X-RAY_DIFFRACTION, 1.5, 1014.67, 59.69, http://apoholo.cz/db/entry/1y0p-A-HEM-801, http://apoholo.cz/api/db/entry/1y0p-A-HEM-801/download/1y0p-A-HEM-801.zip
1y0p-A-HEM-802, 1y0p A HEM 802, 1y0p, A, P0C278, HEM, 0, 18, X-RAY_DIFFRACTION, 1.5, 886.58, 59.11, http://apoholo.cz/db/entry/1y0p-A-HEM-802, http://apoholo.cz/api/db/entry/1y0p-A-HEM-802/download/1y0p-A-HEM-802.zip
1y0p-A-HEM-803, 1y0p A HEM 803, 1y0p, A, P0C278, HEM, 0, 18, X-RAY_DIFFRACTION, 1.5, 1297.39, 51.9, http://apoholo.cz/db/entry/1y0p-A-HEM-803, http://apoholo.cz/api/db/entry/1y0p-A-HEM-803/download/1y0p-A-HEM-803.zip
1y0p-A-HEM-804, 1y0p A HEM 804, 1y0p, A, P0C278, HEM, 0, 18, X-RAY_DIFFRACTION, 1.5, 1105.53, 48.07, http://apoholo.cz/db/entry/1y0p-A-HEM-804, http://apoholo.cz/api/db/entry/1y0p-A-HEM-804/download/1y0p-A-HEM-804.zip
1ycc-A-HEC-118, 1ycc A HEC 118, 1ycc, A, P00044, HEC, 0, 143, X-RAY_DIFFRACTION, 1.23, 1120.52, 38.64, http://apoholo.cz/db/entry/1ycc-A-HEC-118, http://apoholo.cz/api/db/entry/1ycc-A-HEC-118/download/1ycc-A-HEC-118.zip
1ynq-B-NDP-301, 1ynq B NDP 301, 1ynq, B, Q9KE47, NDP, 0, 2, X-RAY_DIFFRACTION, 1.3, 979.68, 34.99, http://apoholo.cz/db/entry/1ynq-B-NDP-301, http://apoholo.cz/api/db/entry/1ynq-B-NDP-301/download/1ynq-B-NDP-301.zip
1yrc-A-HEM-417, 1yrc A HEM 417, 1yrc, A, P00183, HEM, 0, 167, X-RAY_DIFFRACTION, 1.4, 771.63, 25.72, http://apoholo.cz/db/entry/1yrc-A-HEM-417, http://apoholo.cz/api/db/entry/1yrc-A-HEM-417/download/1yrc-A-HEM-417.zip
1ywa-A-HEM-185, 1ywa A HEM 185, 1ywa, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 0.89, 808.16, 33.67, http://apoholo.cz/db/entry/1ywa-A-HEM-185, http://apoholo.cz/api/db/entry/1ywa-A-HEM-185/download/1ywa-A-HEM-185.zip
1ywb-A-HEM-185, 1ywb A HEM 185, 1ywb, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 0.97, 811.98, 35.3, http://apoholo.cz/db/entry/1ywb-A-HEM-185, http://apoholo.cz/api/db/entry/1ywb-A-HEM-185/download/1ywb-A-HEM-185.zip
1ywc-A-HEM-185, 1ywc A HEM 185, 1ywc, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 1.0, 791.75, 31.67, http://apoholo.cz/db/entry/1ywc-A-HEM-185, http://apoholo.cz/api/db/entry/1ywc-A-HEM-185/download/1ywc-A-HEM-185.zip
1ywd-A-HEM-185, 1ywd A HEM 185, 1ywd, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 1.08, 772.46, 38.62, http://apoholo.cz/db/entry/1ywd-A-HEM-185, http://apoholo.cz/api/db/entry/1ywd-A-HEM-185/download/1ywd-A-HEM-185.zip
1yyd-A-HEM-396, 1yyd A HEM 396, 1yyd, A, Q02567, HEM, 0, 8, X-RAY_DIFFRACTION, 1.45, 817.43, 30.28, http://apoholo.cz/db/entry/1yyd-A-HEM-396, http://apoholo.cz/api/db/entry/1yyd-A-HEM-396/download/1yyd-A-HEM-396.zip
1z0j-A-GTP-500, 1z0j A GTP 500, 1z0j, A, P35285, GTP, 0, 1, X-RAY_DIFFRACTION, 1.32, 1266.44, 46.91, http://apoholo.cz/db/entry/1z0j-A-GTP-500, http://apoholo.cz/api/db/entry/1z0j-A-GTP-500/download/1z0j-A-GTP-500.zip
1z2n-X-ADP-871, 1z2n X ADP 871, 1z2n, X, Q9XYQ1, ADP, 0, 2, X-RAY_DIFFRACTION, 1.2, 506.95, 23.04, http://apoholo.cz/db/entry/1z2n-X-ADP-871, http://apoholo.cz/api/db/entry/1z2n-X-ADP-871/download/1z2n-X-ADP-871.zip
1z2o-X-ADP-871, 1z2o X ADP 871, 1z2o, X, Q9XYQ1, ADP, 0, 2, X-RAY_DIFFRACTION, 1.24, 510.31, 22.19, http://apoholo.cz/db/entry/1z2o-X-ADP-871, http://apoholo.cz/api/db/entry/1z2o-X-ADP-871/download/1z2o-X-ADP-871.zip
1z3n-A-NDP-318, 1z3n A NDP 318, 1z3n, A, P15121, NDP, 1, 177, X-RAY_DIFFRACTION, 1.04, 931.78, 27.41, http://apoholo.cz/db/entry/1z3n-A-NDP-318, http://apoholo.cz/api/db/entry/1z3n-A-NDP-318/download/1z3n-A-NDP-318.zip
1z6s-A-AMP-1101, 1z6s A AMP 1101, 1z6s, A, P61823, AMP, 122, 345, X-RAY_DIFFRACTION, 1.5, 569.84, 43.83, http://apoholo.cz/db/entry/1z6s-A-AMP-1101, http://apoholo.cz/api/db/entry/1z6s-A-AMP-1101/download/1z6s-A-AMP-1101.zip
1z6s-B-AMP-1102, 1z6s B AMP 1102, 1z6s, B, P61823, AMP, 122, 345, X-RAY_DIFFRACTION, 1.5, 588.23, 45.25, http://apoholo.cz/db/entry/1z6s-B-AMP-1102, http://apoholo.cz/api/db/entry/1z6s-B-AMP-1102/download/1z6s-B-AMP-1102.zip
1z89-A-NAP-500, 1z89 A NAP 500, 1z89, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 1.43, 921.24, 28.79, http://apoholo.cz/db/entry/1z89-A-NAP-500, http://apoholo.cz/api/db/entry/1z89-A-NAP-500/download/1z89-A-NAP-500.zip
1z8a-A-NAP-500, 1z8a A NAP 500, 1z8a, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 0.95, 883.33, 27.6, http://apoholo.cz/db/entry/1z8a-A-NAP-500, http://apoholo.cz/api/db/entry/1z8a-A-NAP-500/download/1z8a-A-NAP-500.zip
1z9n-A-HEM-1001, 1z9n A HEM 1001, 1z9n, A B, Q59452, HEM, 2, 0, X-RAY_DIFFRACTION, 1.5, 770.26, 64.19, http://apoholo.cz/db/entry/1z9n-A-HEM-1001, http://apoholo.cz/api/db/entry/1z9n-A-HEM-1001/download/1z9n-A-HEM-1001.zip
1z9n-C-HEM-2001, 1z9n C HEM 2001, 1z9n, C D, Q59452, HEM, 2, 0, X-RAY_DIFFRACTION, 1.5, 762.08, 63.51, http://apoholo.cz/db/entry/1z9n-C-HEM-2001, http://apoholo.cz/api/db/entry/1z9n-C-HEM-2001/download/1z9n-C-HEM-2001.zip
1zby-A-HEM-296, 1zby A HEM 296, 1zby, A, P00431, HEM, 0, 211, X-RAY_DIFFRACTION, 1.2, 814.51, 29.09, http://apoholo.cz/db/entry/1zby-A-HEM-296, http://apoholo.cz/api/db/entry/1zby-A-HEM-296/download/1zby-A-HEM-296.zip
1zbz-A-HEM-296, 1zbz A HEM 296, 1zbz, A, P00431, HEM, 0, 211, X-RAY_DIFFRACTION, 1.29, 821.88, 29.35, http://apoholo.cz/db/entry/1zbz-A-HEM-296, http://apoholo.cz/api/db/entry/1zbz-A-HEM-296/download/1zbz-A-HEM-296.zip
1zjz-A-NAD-1270, 1zjz A NAD 1270, 1zjz, A, Q84EX5, NAD, 17, 11, X-RAY_DIFFRACTION, 1.1, 914.95, 21.28, http://apoholo.cz/db/entry/1zjz-A-NAD-1270, http://apoholo.cz/api/db/entry/1zjz-A-NAD-1270/download/1zjz-A-NAD-1270.zip
1zk4-A-NAP-1270, 1zk4 A NAP 1270, 1zk4, A, Q84EX5, NAP, 17, 11, X-RAY_DIFFRACTION, 1.0, 913.25, 26.86, http://apoholo.cz/db/entry/1zk4-A-NAP-1270, http://apoholo.cz/api/db/entry/1zk4-A-NAP-1270/download/1zk4-A-NAP-1270.zip
1zo4-A-HEM-471, 1zo4 A HEM 471, 1zo4, A, P14779, HEM, 0, 375, X-RAY_DIFFRACTION, 1.46, 768.54, 26.5, http://apoholo.cz/db/entry/1zo4-A-HEM-471, http://apoholo.cz/api/db/entry/1zo4-A-HEM-471/download/1zo4-A-HEM-471.zip
1zo4-B-HEM-471, 1zo4 B HEM 471, 1zo4, B, P14779, HEM, 0, 375, X-RAY_DIFFRACTION, 1.46, 740.56, 26.45, http://apoholo.cz/db/entry/1zo4-B-HEM-471, http://apoholo.cz/api/db/entry/1zo4-B-HEM-471/download/1zo4-B-HEM-471.zip
1zq5-A-NAP-600, 1zq5 A NAP 600, 1zq5, A, P42330, NAP, 0, 89, X-RAY_DIFFRACTION, 1.3, 857.03, 29.55, http://apoholo.cz/db/entry/1zq5-A-NAP-600, http://apoholo.cz/api/db/entry/1zq5-A-NAP-600/download/1zq5-A-NAP-600.zip
1zua-X-NAP-350, 1zua X NAP 350, 1zua, X, O60218, NAP, 0, 19, X-RAY_DIFFRACTION, 1.25, 910.2, 28.44, http://apoholo.cz/db/entry/1zua-X-NAP-350, http://apoholo.cz/api/db/entry/1zua-X-NAP-350/download/1zua-X-NAP-350.zip
256b-A-HEM-109, 256b A HEM 109, 256b, A, P0ABE7, HEM, 213, 317, X-RAY_DIFFRACTION, 1.4, 937.94, 44.66, http://apoholo.cz/db/entry/256b-A-HEM-109, http://apoholo.cz/api/db/entry/256b-A-HEM-109/download/256b-A-HEM-109.zip
256b-B-HEM-109, 256b B HEM 109, 256b, B, P0ABE7, HEM, 214, 316, X-RAY_DIFFRACTION, 1.4, 837.37, 41.87, http://apoholo.cz/db/entry/256b-B-HEM-109, http://apoholo.cz/api/db/entry/256b-B-HEM-109/download/256b-B-HEM-109.zip
2a3f-X-HEM-201, 2a3f X HEM 201, 2a3f, X, Q26241, HEM, 0, 13, X-RAY_DIFFRACTION, 1.4, 737.99, 33.54, http://apoholo.cz/db/entry/2a3f-X-HEM-201, http://apoholo.cz/api/db/entry/2a3f-X-HEM-201/download/2a3f-X-HEM-201.zip
